id,name,area_id,area_name,salary_from,salary_to,salary_currency,employer_id,employer_name,schedule_id,schedule_name,experience_id,experience_name,employment_id,employment_name,employment_form_id,employment_form_name,internship,snippet_requirement,snippet_responsibility,work_format,working_hours,work_schedule,professional_roles,contacts
127922124,Middle React Frontend Разработчик,1,Москва,160000,200000,RUR,10196413,Твоё Лайв,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Опыт коммерческой разработки на React/Next.js от 3 лет. Глубокое понимание TypeScript. Опыт работы с Redux Toolkit (RTK) и RTK...,Разработка новых и поддержка существующих пользовательских интерфейсов на сайте. Оптимизация производительности и скорости загрузки веб-приложения. Внимательная верстка с соблюдением...,На месте работодателя; Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
128034603,Middle PHP Developer (Fintech),1,Москва,,,,11504387,Рубиру,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Опыт коммерческой разработки на PHP от 3 лет. Уверенное владение Laravel. Опыт проектирования REST API и написания тестов.,"Разработка и оптимизация backend-модулей (Laravel + PHP 8.2+). Проектирование и поддержка REST API. Работа с очередями, логированием...",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127845880,Frontend-разработчик,1657,Новочебоксарск,70000,100000,RUR,1017250,Компания Чебо,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,Уверенный практический опыт с React 19+ и Next.js. Умение подключать фронтенд к API и взаимодействовать с бэкендом.,"Разрабатывать интерфейсы интернет магазина, сайт визиток. Полный цикл вёрстки: от макета в Figma (UI/UX) до адаптивной, кросс-браузерной вёрстки.",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
128047670,Fullstack-разработчик (C# / React),1,Москва,,,,2560872,Медицина,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Опыт работы в разработке от 3 лет. Уверенные знания C# и .NET (опыт с .NET 6/7/8).,"Разработка и поддержка высоконагруженных микросервисов на .NET 8 / C#. Проектирование и реализация RESTful Web API. Работа с PostgreSQL, написание эффективных...",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127804327,Frontend-разработчик,1,Москва,120000,150000,RUR,3711635,Точка Любви,fullDay,Полный день,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,"Frontend-разработчик: создавай digital-опыт, который вдохновляет! - Знание JavaScript и TypeScript. - Опыт разработки от 2 лет и выше. -",Разработка и поддержка интерфейсов для e-commerce платформы крупнейшей сети магазинов для взрослых в России. Воплощение креативных идей в удобные...,На месте работодателя; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127852925,Frontend-разработчик,1,Москва,180000,220000,RUR,11879789,Фреска Дизайн,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"грамотный русский+. - Быть в рабочие часы на связи+. - 4+ года коммерческого опыта с ReactJS + TypeScript, state-менеджеры (Redux...","Разработка сложного drag-and-drop интерфейса конструктора на React.js. - Оптимизация рендеринга динамических элементов (виджеты, превью в реальном времени). -",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127981270,Java-разработчик,1,Москва,,,,864086,getmatch,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Опыт от 5 лет в Java-разработке. Профильное техническое образование. Отличное знание Java и Spring (Boot/Data/Security).,"Разрабатывать и поддерживать сервисы, обеспечивающие стабильную работу платежной инфраструктуры. Участвовать в создании и запуске новых продуктов компании. Проектировать и улучшать...",На месте работодателя; Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127601293,Frontend-разработчик (React / Next.js),105,Грозный,,,,4610744,Ресторан-групп,fullDay,Полный день,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,"Опыт работы с React от 2 лет. Знание Next.js, Tailwind CSS. Уверенное владение JavaScript / TypeScript. Понимание жизненного цикла компонентов и...","Разработка интерфейсов на React / Next.js. Интеграция с REST API. Оптимизация производительности и UX. Верстка по макетам (Figma), адаптив и кроссбраузерность.",На месте работодателя,8 часов,5/2,"Программист, разработчик",<nil>
127216872,Business Development Manager (BDM),1,Москва,,1000000,RUR,5050303,Team4You,fullDay,Полный день,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Доказуемо бил крупные чеки. У тебя за плечами успешный опыт продаж в заказной разработке и/или IT-аутстаффинге.,Выстраивать стратегию: вы будете самостоятельно вести полный цикл продаж — от поиска и анализа перспективного рынка до подписания контракта и построения...,Гибрид,8 часов,5/2,"Менеджер по продажам, менеджер по работе с клиентами",<nil>
127995562,Программист,107,Чебоксары,93000,,RUR,5718519,ФГБУ ФЦТОЭ Минздрава России (г.Чебоксары),fullDay,Полный день,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"высшее образование.  ️желателен опыт работы на аналогичной должности.  ️отсутствие противопоказаний по состоянию здоровья.  ️умение и желание работать.  ️ответственность, исполнительность, аккуратность.  ️","Должностные обязанности: ️диагностика и оперативное исправление ошибок. ️работа и администрирование баз данных (MySQL, PostgreSQL, MsSQL). ️управление доступами, настройками, конфигурациями пользователей...",На месте работодателя,8 часов,5/2,"Программист, разработчик",<nil>
127370892,Разработчик Python (Junior+ | Middle),1,Москва,150000,,RUR,4942419,UCar<>TopDoer,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Высшее техническое образование. Опыт Python от 3х лет и умение писать понятный код. Знание SQL и опыт работы с...,"Внедрять AI-инструменты (ML/NLP), автоматизировать рутину. Работать в команде (5 middle и senior разработчиков + лид): планёрки, код-ревью...",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127373781,Back-end разработчик (Java),1,Москва,,,,1929231,НЕТБЕЛЛ,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Отличное знаешь Java + Spring Framework (опыт работы более 3 лет). Имеешь опыт работы с системами очередей сообщений Kafka или...,"Участие в командной разработке программных продуктов, проработке архитектуры, сопровождении проектов. Взаимодействие с командой (обсуждение требований, обязательные agile-мероприятия - daily, retro...",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
128008510,Frontend разработчик (Angular),1,Москва,,,,11231033,ЭРНА,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Опыт разработки на Angular с примерами реализации. Понимание архитектуры и концепций Angular (Components, Services, Modules, Routing). Имеете опыт создания и...","Участие в код-ревью, рефакторинге и постоянном улучшении кодовой базы. Взаимодействие с дизайнерами, бэкэнд-разработчиками и другими членами команды для...",На месте работодателя; Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127880133,Junior Backend-разработчик (Golang),1,Москва,60000,100000,RUR,12100783,Коралл,remote,Удаленная работа,noExperience,Нет опыта,full,Полная занятость,FULL,Полная,false,Командный игрок. Готовы быстро влиться в процессы. Знаете основы Golang. Имеете представление о REST API и микросервисах. Умеете работать с...,Разработка и доработка функционала сервисов. Исправление ошибок и написание тестов. Рефакторинг и оптимизация кода. Работа с базами данных и системой...,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
128002638,Middle Backend-разработчик (Golang),1,Москва,1700,2300,USD,12070672,Steamify,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"При желании — прокачаться в парсинге и аналитике данных. Опыт разработки на Golang от 2 лет. Уровень Middle (самостоятельность, умение работать...",Разрабатывать бекенд маркетплейса для игровых скинов. Интегрировать платёжные системы. Работать с API (в том числе Steam). Участвовать в проектировании архитектуры...,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127541089,Frontend-разработчик,1730,Муром,,,,221768,Ред Софт,fullDay,Полный день,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Опыт разработки фронтенда на React (функциональные компоненты) от 3 лет. Уверенное знание JavaScript. Знание и уверенное использование HTML5, CSS...","Интеграция фронтенда с API и взаимодействие с бэкендом. Оптимизация производительности и улучшение пользовательского опыта. Взаимодействие с дизайнерами, тестировщиками, бэкенд-разработчиками...",На месте работодателя,8 часов,5/2,"Программист, разработчик",<nil>
128001035,Разработчик C#,88,Казань,,,,55828,Инсайрес,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Что нужно знать: C#, .Net, ASP.Net MVC, WCF Services, T-SQL, JavaScript. Если вы готовы влиться в команду разработки, изучить...",1) Оценка трудоемкости проектируемых решений. 2) Разработка программного обеспечения (программирование). 3) Развитие/модернизация программного обеспечения. 4) Интеграции с различными периферийными...,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127958933,Senior Frontend Developer (MedTech),2,Санкт-Петербург,220000,,RUR,472,Дартс рекрутинг сервисез,remote,Удаленная работа,moreThan6,Более 6 лет,full,Полная занятость,FULL,Полная,false,Опыт применения аналогичного технологического стека. Кейсы построения/развития frontend архитектуры. Опыт работы в продуктовой команде и самостоятельного принятия решений.,"Платформа - это основной инструмент для совместной работы патологов, клиницистов и радиологов. Основная задача продукта: Обеспечить работу в мультидисциплинарных командах.",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
125896861,Frontend developer,1,Москва,,,,3196854,МВС ГРУП,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Знания ООП, паттерны, концепции разработки. Опыт работы с GraphQL (Apollo Client). Опыт работы с картами (Open Layer, Mapbox, Leaflet).","Участвовать в разработке web приложения в рамках высоконагруженной интеграционной платформы интеллектуальной транспортной системы, которая включает в себя отображение и обновления...",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127969768,Middle+ / Senior Full-Stack PHP Developer,2,Санкт-Петербург,300000,,RUR,5382954,Valigara,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"3+ лет опыта работы с PHP, MySQL, jQuery, GIT. Подтвержденный опыт разработки на чистом PHP. Опыт работы с Docker...","Оценка и разработка нового функционала, улучшение существующего. Предлагать и внедрять улучшения архитектуры. Проводить рефакторинг системы с учетом современных технологий.",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
126579163,PHP developer,1,Москва,,,,4488077,LIFE PAY,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Опыт коммерческой разработки на PHP от 3 лет. Опыт работы с фреймворками Yii и/или Symfony. Хорошее знание SQL и...,Участие в разработке и доработке внутренней CRM-системы на языке PHP. Исправление багов и внедрение нового функционала в существующую систему.,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127537648,Go-разработчик,1,Москва,150000,,RUR,5695119,ЛТА,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,Хорошее знание и опыт коммерческой разработки на Golang от 1 года. - Понимание принципов разработки эффективных многопоточных приложений. - Опыт разработки REST...,"Разработка платформы. - Работа с демо стендами платформы (развёртывание, отладка, работа с логами). - Возможное участие в проработке архитектурных вопросов.",На месте работодателя; Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127930535,Java-разработчик / Java engineer (Middle+ / Senior),2,Санкт-Петербург,250000,,RUR,2437802,Леон,fullDay,Полный день,moreThan6,Более 6 лет,full,Полная занятость,FULL,Полная,false,У тебя есть 5+ лет опыта разработки на Java. Ты хорошо владеешь Spring Framework и Spring Boot.,"Разработка, тестирование и поддержку Java-приложений. Написание чистого, масштабируемого и эффективного кода. Устранение неполадок и багов в приложениях.",На месте работодателя,8 часов,5/2,"Программист, разработчик",<nil>
127985724,Программист 1С,2,Санкт-Петербург,,400000,RUR,9056230,Offer Now,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"4+ года на 1С 8.3 с интеграциями и опытом в 1С: Управление торговлей. Автоматизированное тестирование, микросервисы...","Разработка и внедрение конфигураций 1С, автоматизация процессов. Интеграция внешних систем, разработка отчётов. Оптимизация систем и ведение документации.",Удалённо,7 часов,5/2,"Программист, разработчик",<nil>
128001738,Python-разработчик,49,Киров (Кировская область),60000,,RUR,2538772,VERBA-group,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,От 1 года коммерческой разработки (не фриланс). Будет преимуществом: опыт работы в стартапах; опыт написания парсеров; опыт работы с ИИ.,"Разработка парсеров данных с различных источников (сайты, API). Пайплайны обработки, очистки и нормализации данных. Преобразование данных в целевые форматы.",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
125426853,Разработчик (React),1,Москва,,,,6049932,Синхро,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Опыт коммерческой разработки на React от 3-х лет. Хорошие знания TypeScript. Хорошие знания HTML5, CSS3, SCSS.","Разработка фронтальных сервисов. Выявление и исправление ошибок в работе текущих разработок. Поддержка и развитие проектов, добавление нового функционала.",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127924404,PHP vibe-разработчик,2,Санкт-Петербург,90000,110000,RUR,200931,Петрософт,fullDay,Полный день,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,Базовые знания PHP 8. Умение разбираться в чужом коде. Высшее образование.,Работа с кодом на PHP 8 (разработка backend). Vibe кодинг. Разбор и анализ существующего кода. Участие в проектной разработке.,Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127845978,Middle frontend developer,2095,Троицк (Москва),,,,12346454,СИГМАКОД,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Опыт миграции проектов с Vue 2 на Vue 3. Опыт взаимодействия с бэкенд-разработчиками и описания API. Знание классического стека...,"Разработка интерактивных виджетов для стримов, сложных дэшбордов и лендингов. Разработка новых и поддержка существующих функций на Vue 2.",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127962346,IOS-разработчик,2,Санкт-Петербург,,,,11251962,iGapps,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,"Зоны ответственности: Работа с UIKit, Foundation, SwiftUI.","Активно развиваемся в digital marketing’e основной акцент делаем на iOS приложениях. Тестируем и выпускаем, на рынок различные приложения.",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127867903,Frontend разработчик (WEB),1,Москва,,,,9066533,Медиа Ком,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"3+ лет коммерческой разработки на React + TypeScript (хуки, состояние, маршрутизация, оптимизация, доступность). Опыт или быстрая обучаемость в Svelte...","Развивать интерфейсы на React + TypeScript: новые фичи, производительность, доступность, тесты, CI/CD. Поддерживать фронтенд OpenWebUI: темы/брендинг, локализация (i...",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127109740,"Senior backend developer (PHP, Symfony) в Fintech",1,Москва,400000,600000,RUR,1085439,еКапуста,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Технологии. Опыт командной разработки от 5-х лет. Хороший опыт работы с Symfony и SQL базами. Хорошее знание ООП и...,Все наши проекты работают на единовой кодовой базе - модульный монолит на PHP/Symfony с набором сервисов и микросервисов на Python...,На месте работодателя; Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127988512,Разработчик .Net,1,Москва,,,,10689041,РТК – Цифровой документооборот,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Опыт работы от 3 лет разработки с использованием .NET (C#)/.NET Core/.NET Framework. Знание SQL и опыт работы с...,Разработка и сопровождение BPM-фреймворка в области автоматизации документооборота на базе платформы TESSA. Взаимодействие с аналитиками по вопросам реализации технических...,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127493020,Senior Python developer,1,Москва,,,,3853446,Cloud.ru,fullDay,Полный день,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Опыт коммерческой разработки на Python от 3 лет. Понимание ООП, паттернов проектирования и алгоритмов. Умение работать с асинхронным кодом.","Участие в проектировании, разработке и поддержке высоконагруженных сервисов/микросервисов. Code review в команде. Разработка юнит-тестов и тестирование собственного кода...",,8 часов,5/2,"Программист, разработчик",<nil>
127992344,Java-разработчик,1,Москва,150000,,RUR,40754,Далее,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Опыт коммерческой разработки на Java от 3 лет. Знание Spring Framework. Навыки работы с инструментами контейнеризации и оркестрации (Kubernetes, OpenShift).","Декомпозиция и анализ задач бэклога. Оценка трудоемкости задач. Проектирование решения, в том числе разработка детальной внутренней архитектуры системы.",На месте работодателя; Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127986561,Senior Frontend Developer (Backoffice),1,Москва,,,,5550364,Marfatech,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Нужен человек, уверенно работающий с Vue 3 и TypeScript, умеющий строить микрофронтенды, грамотно декомпозировать задачи и поддерживать качественный код.",,Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
128014997,Backend-разработчик (Golang/Rust) в LegalTech,1,Москва,,,,10108658,Кучер Кулешов Максименко и партнеры,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Отсутствие legacy-кода — только современные технологии и подходы.,"Backend-разработчик (Golang/Rust) в LegalTech. Участие в создании инновационных продуктов, которые трансформируют LegalTech-индустрию.",На месте работодателя; Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127987652,Младший программист 1С Документооборот,1,Москва,50000,100000,RUR,589473,"Российский университет дружбы народов, ФГАОУ ВО",remote,Удаленная работа,noExperience,Нет опыта,part,Частичная занятость,PART,Частичная,false,Умеете разбираться в коде. Будет преимуществом: Опыт работы программистом 1С. Опыт работы с 1С:Документооборот и реализация решений...,"Развивать и сопровождать конфигурацию 1С:Документооборот. Тестировать, отлаживать и обеспечивать стабильную работу созданных решений. Выполнение работ по техническим заданиям.",Удалённо,4 часа; 8 часов,5/2,"Программист, разработчик",<nil>
127996392,Java-разработчик (Москва-Питер),1,Москва,180000,220000,RUR,872178,ИЦ АЙ-ТЕКО,remote,Удаленная работа,moreThan6,Более 6 лет,full,Полная занятость,FULL,Полная,false,"Желательно наличие сертификатов Oracle Certified Java Professional Programmer. Знание основных методологий разработки программного обеспечения, включая гибкие методологии. Опыт командной разработки.",,Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127811390,Web-программист,1,Москва,80000,,RUR,11216785,Хадави Могаддам Мортеза,fullDay,Полный день,noExperience,Нет опыта,full,Полная занятость,FULL,Полная,false,"Опыт коммерческой разработки на PHP 8+ и фреймворке Laravel от 1 года. Опыт работы с WordPress (настройка тем, плагинов...","Разработка и поддержка веб-приложений на PHP (Laravel) и сайтов на WordPress. Редактирование и добавление материалов (постов, страниц, товаров) с...",На месте работодателя,8 часов,Другое,"Программист, разработчик",<nil>
127803451,Frontend-разработчик,1,Москва,,,,1705546,Kameleoon,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,"Отличное знание JavaScript (прототипы, замыкания, контекст, event loop, call stack, ES2015+, promise). Опыт разработки на React.js (Redux, Hooks).",Интеграция UI компонентов c бизнес-логикой используя REST. Прототип новых модулей. Разработка новых интерфейсов.,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127876597,Frontend-разработчик (Basis Workplace),1,Москва,,,,2947917,БАЗИС,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Уверенное владение TypeScript и React. Опыт работы с Redux или аналогичным state manager. Опыт работы с системами контроля версий (Git).,Разработка пользовательских интерфейсов. Интеграция с бэкендом через REST API. Поддержка и доработка существующего функционала. Взаимодействие с другими членами команды.,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127991201,Junior Python Developer (Web3),1,Москва,,1300,USD,3948887,RateXAi Scoring Systems (ИП Гусев Юрий Михайлович),remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,"Опыт работы с Python (aiohttp), PostgreSQL, React, Toast UI Editor;​​​​​. Понимание технического SEO, structured data, schema.org. Навыки работы с API...","Без автообрезки, сохранение пропорций. Открытие по клику без боковых полей. Настройка WebP-сжатия без потери качества. Автозагрузка и конвертация (JPEG...",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
128015119,Backend developer (PHP),2,Санкт-Петербург,,,,8943530,Торговый Дом в&М,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Уверенное владение PHP, Laravel, PostgreSQL (от 3 лет). Понимание принципов работы JavaScript. Уверенная работа с Git. Понимание принципов KISS, DRY...","Разрабатывать код приложения по чёткому ТЗ. Первично тестировать код на работоспособность с помощью unit-тестов. Исправлять ошибки, если они есть.",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127027295,Senior Java developer (Core),1,Москва,,,,208576,МойСклад,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Пишет на Java минимум от 3 лет. Уверенно знает алгоритмы и структуры данных. Знает реляционные БД и SQL.,"Будете добавлять новые и улучшать существующие функции сервиса: простой и удобный интерфейс для продавцов, графики и аналитику для руководителей.",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127051303,Frontend-разработчик,29,Махачкала,150000,200000,RUR,1150295,Компания 05.ру,fullDay,Полный день,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,"Nuxt 3, Vue 3, TypeScript. CSS-инструменты: PostCSS, SCSS. Методология BEM при стилизации. State management: Pinia / useState (SSR-friendly).","Разрабатывать новые фичи на Nuxt 3 / Vue 3 / TypeScript. Поддерживать и улучшать существующий код, повышая его качество и производительность.",На месте работодателя; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127072856,Java-разработчик (Middle),1,Москва,,170000,RUR,11858806,МэйнСервис,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,Наш идеальный кандидат обладает следующим опытом и знаниями: Обязательно: Коммерческий опыт разработки на Java от 2-х лет.,"Рефакторинг и оптимизация существующих модулей. Тесное взаимодействие с аналитиками, фронтенд-разработчиками и тестировщиками. Написание и обновление технической документации.",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127591290,Младший Go-разработчик (Екатеринбург),3,Екатеринбург,60000,60000,RUR,664709,"К Телеком,ООО",fullDay,Полный день,noExperience,Нет опыта,full,Полная занятость,FULL,Полная,false,"Владение Python (FastAPI, PyTorch). Базовая подготовка в области машинного обучения. Базовая подготовка в областях линейной алгебры и численных методов.","Владение языком программирования Go. Владение механизмами конкурентности Go (goroutines, channels, context, synс-примитивы). Построение REST API, gRPC API.",На месте работодателя; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127929520,Программист,1,Москва,,,,1030733,"ВЕРНЫЙ, Сеть магазинов",remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Углубленные знания MSSQL (TSQL), (включая опыт работы с большими масивами данных). Опыт разработки на Microsoft .NET всех видов приложений на...",Участие в формировании подходов и детализации программного решения на этапе подготовки технического задания. Разработка программного обеспечения в соответствии с техническими...,Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
123935483,Frontend-разработчик (Middle),1,Москва,,,,143439,НИИАС,fullDay,Полный день,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Высшее образование (техническое) приветствуются. Опыт разработки приложений с использованием JavaScript, CSS, HTML от 3 лет. Умение разбираться в чужом коде.","НИИАС, ведущий институт холдинга «РЖД» в области интеллектуальных систем управления и обеспечения безопасности движения поездов, мониторинга и диагностики объектов инфраструктуры...",,8 часов,5/2,"Программист, разработчик",<nil>
127433763,Python-разработчик,1,Москва,60000,100000,RUR,5978393,Фитбейс,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,Уверенно владеешь Python. Имеешь опыт работы с MySQL. Знаешь принципы асинхронного программирования (async/await). Работал с библиотеками requests и BeautifulSoup.,"Разрабатывать и поддерживать REST API на Python. Писать асинхронный код и оптимизировать существующие решения. Работать с MySQL, проектировать и оптимизировать...",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127976409,Frontend-разработчик (Vue.js),66,Нижний Новгород,,150000,RUR,5851326,АудиоПривет,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,"Frontend: Vue.js 2/3, Nuxt.js, Tailwind, JS, CSS3, HTML5, SCSS, SASS. Опыт работы от 2-х лет.",Поддерживать и дорабатывать проекты. Реализовывать/дорабатывать компоненты в соответствии с UI-кит. Верстать по макетам. Оптимизировать и улучшать работу веб...,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127051580,Java-разработчик,1,Москва,,,,11685629,Единая Цифровая Платформа,fullDay,Полный день,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Опыт коммерческой разработчик от 5 лет. Хорошее знание Java 11+. Уверенное знание Java Core: Collection, Concurrency, JDBC.","Управление командой разработчиков. Планирование, выпуск и документирование релизов. Участие в проработке технических решений в проекте. Наставничество, развитие компетенций разработчиков.",На месте работодателя; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127624927,Разработчик PHP,1,Москва,50000,,RUR,3160145,Хатико-Техника,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,Релевантный опыт работы от 2х лет. Базовое знание современных PHP-фреймворков. Опыт работы с REST API. Желание изучать WebAsyst.,"Настройка и обновление северного окружения. Разработка и внедрение интеграции с CRM, маркетинговыми инструментами, моим складом. Поддержка адаптивной вёростки текущих и...",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127954453,Разработчик (Junior),1,Москва,,,,1689259,ДЖЕЙКЕТ РАБОТА,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,"Опыт работы от 1 года, обязателен. Прикладной технический опыт (веб-разработчик, веб-мастер). Высшее техническое образование. Опыт веб разработки с...",Участвовать в разработке сайтов.,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
